hash,filename
34facf91c25e29994a4a67012fe4f60680ed59c0d8dfef1d7106fd7f11e4394e,pre-workshop-2020-02-06-34facf.md
506c83316a840b7b7d0bd4cfb8fd83cab8891d98df277d78b701b91a981cf498,pre-workshop-2020-02-11-506c83.md
e8f97515daecdf7b96cfe89059ac546425670d64329d3877d69cbd687b8c04eb,pre-workshop-2020-04-23-e8f975.md
e06f05669c7c4246740ef2f1c2dc111efe7f473de5a50f43b9332f6902c1fdf9,pre-workshop-2020-04-25-e06f05.md
81bee04f21080d8bc778b6090ff3daf53c82b00b3553c4823de2119d9c8e0385,pre-workshop-2020-10-16-81bee0.md
